brand_id,brand_name_en,brand_name_ar,brand_logo_link,brand_website,brand_size,brand_price_range,brand_instagram_link,brand_type,brand_categories,branch_rating,branch_status,branch_opening_hours,branch_amenities,branch_accessibility_facilities,branch_payment_methods,branch_phone_number,branch_city,branch_postal_code,branch_national_short_address,branch_id,branch_reviews
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Good,Open,"[""Monday: 6:30 AM - 12:30 AM"", ""Tuesday: 6:30 AM - 12:30 AM"", ""Wednesday: 6:30 AM - 12:30 AM"", ""Thursday: 6:30 AM - 12:30 AM"", ""Friday: 6:30 AM - 12:30 AM"", ""Saturday: 6:30 AM - 12:30 AM"", ""Sunday: 6:30 AM - 12:30 AM""]","[""Serve Sweets"", ""Toilet"", ""Delivery"", ""Offers Breakfast"", ""Dine In"", ""Lunch Menu"", ""Group Friendly"", ""Vegetarian Options"", ""Takeout"", ""Kids Friendly"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking"", ""Wheelchair-Friendly Entrance""]","[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 511 6397,Riyadh,19655,OMDA7186,ChIJtVIuVs0cLz4RNZrWwEUjNVA,2158
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Exceptional,Open,"[""Monday: 6:30 AM - 12:30 AM"", ""Tuesday: 6:30 AM - 12:30 AM"", ""Wednesday: 6:30 AM - 12:30 AM"", ""Thursday: 6:30 AM - 12:30 AM"", ""Friday: 6:30 AM - 12:30 AM"", ""Saturday: 6:30 AM - 12:30 AM"", ""Sunday: 6:30 AM - 12:30 AM""]","[""Serve Sweets"", ""Offers Breakfast"", ""Group Friendly"", ""Lunch Menu"", ""Vegetarian Options"", ""Takeout"", ""Offers Coffee""]",null,"[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 510 1484,Riyadh,14571,RMFB2777,ChIJHyfiLG-RLz4R3CATkwfMEOQ,15
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Very Good,Open,"[""Monday: 6:00 AM - 1:30 AM"", ""Tuesday: 6:00 AM - 1:30 AM"", ""Wednesday: 6:00 AM - 1:30 AM"", ""Thursday: 6:00 AM - 1:30 AM"", ""Friday: 6:00 AM - 1:30 AM"", ""Saturday: 6:00 AM - 1:30 AM"", ""Sunday: 6:00 AM - 1:30 AM""]","[""Serve Sweets"", ""Toilet"", ""Delivery"", ""Offers Breakfast"", ""Pickup"", ""Dine In"", ""Lunch Menu"", ""Group Friendly"", ""Vegetarian Options"", ""Takeout"", ""Kids Friendly"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking"", ""Wheelchair-Friendly Entrance""]","[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 511 5541,Riyadh,14969,RKDB4083,ChIJIeIelY0RLz4RCUx-6OMgnxA,522
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Very Good,Open,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]","[""Serve Sweets"", ""Toilet"", ""Delivery"", ""Offers Breakfast"", ""Dine In"", ""Lunch Menu"", ""Group Friendly"", ""Takeout"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking"", ""Wheelchair-Friendly Entrance""]","[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 511 6361,Riyadh,null,null,ChIJUaaVfhQQNT4RG30htl3_cMM,1921
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Very Good,Open,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]","[""Serve Sweets"", ""Offers Breakfast"", ""Group Friendly"", ""Lunch Menu"", ""Vegetarian Options"", ""Takeout"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking""]","[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 510 1572,Riyadh,14924,RKAA4158,ChIJ_4cURpsRLz4RyizkSxce8O0,60
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Very Good,Open,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]","[""Serve Sweets"", ""Offers Breakfast"", ""Group Friendly"", ""Lunch Menu"", ""Vegetarian Options"", ""Takeout"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking""]","[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 510 1572,Riyadh,null,null,ChIJPfpAsoDjLj4RkrHBqDRUGrs,8
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Good,Open,"[""Monday: 7:00 AM - 1:00 AM"", ""Tuesday: 7:00 AM - 1:00 AM"", ""Wednesday: 7:00 AM - 1:00 AM"", ""Thursday: 7:00 AM - 1:00 AM"", ""Friday: 7:00 AM - 1:00 AM"", ""Saturday: 7:00 AM - 1:00 AM"", ""Sunday: 7:00 AM - 1:00 AM""]","[""Serve Sweets"", ""Delivery"", ""Offers Breakfast"", ""Dine In"", ""Group Friendly"", ""Takeout"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking"", ""Wheelchair-Friendly Entrance""]","[""Supports Debit Card"", ""Supports Credit Card""]",+966 11 828 8188,Riyadh,14334,RNSA9369,ChIJY4znCEyhLz4R-PWcvHv0Zjo,10
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Good,Open,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]","[""Serve Sweets"", ""Toilet"", ""Delivery"", ""Offers Breakfast"", ""Pickup"", ""Dine In"", ""Lunch Menu"", ""Group Friendly"", ""Vegetarian Options"", ""Takeout"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking"", ""Wheelchair-Friendly Entrance""]","[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 511 1967,Riyadh,14931,RKQA3601,ChIJ0fZqdtcjLz4RIC7dqex8JAw,644
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Good,Open,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]","[""Serve Sweets"", ""Offers Breakfast"", ""Group Friendly"", ""Lunch Menu"", ""Vegetarian Options"", ""Takeout"", ""Offers Coffee""]","[""Wheelchair-Friendly Parking"", ""Wheelchair-Friendly Entrance""]","[""Supports NFC"", ""Supports Debit Card"", ""Supports Credit Card""]",+966 11 511 5596,Riyadh,12987,RIZA6695,ChIJ23D8mgoRLz4RzSlJsi8R_2k,961
14,Starbucks,ستاربكس,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/150698627_1155961634818111_6339052925445145976_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ItarQ7XvtGIAX8iH1dU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDmx9i7MgQVNYc7I7z1416wt3tKqaEcWyPGjmGa5AzDtA&oe=6570FC5D&_nc_sid=8b3546,https://www.starbucks.sa,big,Mid-Range,https://www.instagram.com/starbucksksa,"""food and beverage outlets""","[""Coffee Shops and Tea Houses"", ""Dessert Shop"", ""Sandwich Spot"", ""Snack Place""]",Good,Open,null,"[""Serve Sweets"", ""Delivery"", ""Offers Breakfast"", ""Dine In"", ""Group Friendly"", ""Takeout"", ""Offers Coffee""]",null,"[""Supports Debit Card"", ""Supports Credit Card""]",null,Riyadh,14963,RKNA4104,ChIJf0G10RUPLz4RFzeH681pyI4,96
